variant,coverage_target,count,selected_count,coverage,mean_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,mean_ssim_delta,positive_ratio,selected_positive_ratio,strong_reference_cut_psnr,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,true_vs_zero_surplus,true_vs_shuffle_surplus,true_vs_normal_surplus,selected_group_counts
l4_fdf_lite_tail_s004_g025_bm2,0.85,2400,2040,0.85,0.11914862076441447,0.10611059506734212,0.12308464686075847,2.4801194667816164e-05,0.62875,0.7397058823529412,42.80718994140625,89,0,0.08325051069259644,0.06329063018163045,0.06863956212997437,"{""gain"": 1138, ""neutral"": 143, ""ssim_regression"": 429, ""strong_regression"": 330}"
l4_fdf_lite_tail_s004_g025_bm2,0.9,2400,2160,0.9,0.10880892674128215,0.09662439028422037,0.11388917287190756,2.3160651326179506e-05,0.62875,0.6986111111111111,42.80718994140625,116,74,0.07854527711868287,0.06030807097752889,0.06523193041483562,"{""gain"": 1138, ""neutral"": 143, ""ssim_regression"": 429, ""strong_regression"": 376, ""worst_regression"": 74}"
l4_fdf_lite_tail_s004_g025_bm2,0.95,2400,2280,0.95,0.09401130278905233,0.08594730695088705,0.09696170806884766,2.0364572604497275e-05,0.62875,0.6618421052631579,42.80718994140625,149,194,0.07252650499343873,0.05645251989364624,0.06062602519989014,"{""gain"": 1138, ""neutral"": 143, ""ssim_regression"": 429, ""strong_regression"": 376, ""worst_regression"": 194}"
l4_fdf_lite_tail_s004_g025_bm2,1.0,2400,2400,1.0,0.06692291021347047,0.07609601656595866,0.043680152893066405,1.6033177574475605e-05,0.62875,0.62875,42.80718994140625,205,314,0.06126702547073364,0.04878598610560099,0.05210013866424561,"{""gain"": 1138, ""neutral"": 143, ""ssim_regression"": 429, ""strong_regression"": 376, ""worst_regression"": 314}"
l5_res010_tail_s004_g025_bm2,0.05,2400,120,0.05,0.030625747044881184,0.013892930348714192,0.04305349349975586,4.245216647783915e-06,0.05,1.0,42.80718994140625,0,0,0.012825684547424316,0.009606490135192871,0.01050939400990804,"{""gain"": 111, ""ssim_regression"": 9}"
l5_res010_tail_s004_g025_bm2,0.1,2400,240,0.1,0.05205487251281738,0.02766183853149414,0.0686864471435547,7.1339309215545654e-06,0.1,1.0,42.80718994140625,0,0,0.024196402231852213,0.017797837257385252,0.01942605495452881,"{""gain"": 219, ""ssim_regression"": 21}"
l5_res010_tail_s004_g025_bm2,0.15,2400,360,0.15,0.06905999978383383,0.048915799458821616,0.08129810333251954,1.1454969644546509e-05,0.15,1.0,42.80718994140625,0,0,0.03246594190597534,0.02408777713775635,0.02599486509958903,"{""gain"": 331, ""ssim_regression"": 29}"
l5_res010_tail_s004_g025_bm2,0.2,2400,480,0.2,0.08322133541107178,0.06174614588419596,0.09447049458821614,1.3521636525789896e-05,0.2,1.0,42.80718994140625,0,0,0.04024986743927002,0.0298898983001709,0.03243998209635417,"{""gain"": 436, ""ssim_regression"": 44}"
l5_res010_tail_s004_g025_bm2,0.25,2400,600,0.25,0.09549688339233399,0.0818974240620931,0.10180990854899089,1.692811648050944e-05,0.25,1.0,42.80718994140625,0,0,0.04705877463022868,0.03524980624516805,0.0383299724260966,"{""gain"": 550, ""ssim_regression"": 50}"
l5_res010_tail_s004_g025_bm2,0.3,2400,720,0.3,0.10572463909784953,0.09349196434020995,0.11173235575358073,1.9012242555618288e-05,0.3,1.0,42.80718994140625,0,0,0.053543673356374104,0.04018842379252116,0.04340890089670817,"{""gain"": 647, ""ssim_regression"": 73}"
l5_res010_tail_s004_g025_bm2,0.35,2400,840,0.35,0.11417171319325765,0.10280441284179688,0.1195668093363444,2.1935179829597474e-05,0.35,1.0,42.80718994140625,0,0,0.059749489625295006,0.045001420180002846,0.04831172545750936,"{""gain"": 745, ""ssim_regression"": 95}"
l5_res010_tail_s004_g025_bm2,0.4,2400,960,0.4,0.12086629390716552,0.10946694056193033,0.12651442845662436,2.2655104597409566e-05,0.4,1.0,42.80718994140625,0,0,0.06469368537267049,0.04861855268478393,0.05243572473526001,"{""gain"": 830, ""ssim_regression"": 130}"
l5_res010_tail_s004_g025_bm2,0.45,2400,1080,0.45,0.12604790767033894,0.1149569288889567,0.13150246938069662,2.4660776058832805e-05,0.45,1.0,42.80718994140625,0,0,0.06894304196039835,0.051657025814056394,0.05573991139729818,"{""gain"": 922, ""ssim_regression"": 158}"
l5_res010_tail_s004_g025_bm2,0.5,2400,1200,0.5,0.1300656255086263,0.11987464269002279,0.13427836736043294,2.562639613946279e-05,0.5,1.0,42.80718994140625,0,0,0.07229967276255289,0.054571937719980874,0.05886017640431722,"{""gain"": 1002, ""ssim_regression"": 198}"
l5_res010_tail_s004_g025_bm2,0.55,2400,1320,0.55,0.13281583627065022,0.12273695627848308,0.13645720799763997,2.5904277960459393e-05,0.55,1.0,42.80718994140625,0,0,0.07520595073699951,0.056870664755503335,0.0613193678855896,"{""gain"": 1067, ""ssim_regression"": 253}"
l5_res010_tail_s004_g025_bm2,0.6,2400,1440,0.6,0.1344348375002543,0.12462566693623861,0.13799337387084962,2.6312520106633504e-05,0.6,1.0,42.80718994140625,0,0,0.07783028364181518,0.05908846775690715,0.06397648096084595,"{""gain"": 1141, ""ssim_regression"": 299}"
l5_res010_tail_s004_g025_bm2,0.65,2400,1560,0.65,0.13463200251261392,0.12475044886271158,0.13820898056030273,2.7150511741638183e-05,0.6295833333333334,0.9685897435897436,42.80718994140625,0,0,0.07951629002888998,0.06034944295883179,0.06522628307342529,"{""gain"": 1142, ""neutral"": 73, ""ssim_regression"": 345}"
l5_res010_tail_s004_g025_bm2,0.7,2400,1680,0.7,0.13334120353062948,0.12343259493509928,0.13700937271118163,2.760643760363261e-05,0.6295833333333334,0.8994047619047619,42.80718994140625,0,0,0.08012003819147746,0.06068121194839478,0.06551772435506185,"{""gain"": 1142, ""neutral"": 128, ""ssim_regression"": 410}"
l5_res010_tail_s004_g025_bm2,0.75,2400,1800,0.75,0.13038472970326742,0.12057764689127604,0.1335547955830892,2.7575741211573282e-05,0.6295833333333334,0.8394444444444444,42.80718994140625,25,0,0.08007341623306274,0.06054457585016886,0.0654676087697347,"{""gain"": 1142, ""neutral"": 144, ""ssim_regression"": 428, ""strong_regression"": 86}"
l5_res010_tail_s004_g025_bm2,0.8,2400,1920,0.8,0.12535204410552978,0.11441596984863281,0.12737408955891927,2.6692648728688557e-05,0.6295833333333334,0.7869791666666667,42.80718994140625,62,0,0.07824158668518066,0.059228219985961915,0.06406024853388469,"{""gain"": 1142, ""neutral"": 144, ""ssim_regression"": 428, ""strong_regression"": 206}"
l5_res010_tail_s004_g025_bm2,0.85,2400,2040,0.85,0.11795357942581176,0.1059632142384847,0.12139549891153971,2.547115087509155e-05,0.6295833333333334,0.740686274509804,42.80718994140625,86,0,0.07575662612915039,0.057706399758656816,0.06257392406463623,"{""gain"": 1142, ""neutral"": 144, ""ssim_regression"": 428, ""strong_regression"": 326}"
l5_res010_tail_s004_g025_bm2,0.9,2400,2160,0.9,0.10773405154546102,0.09618718147277833,0.11237647374471028,2.3710628350575766e-05,0.6295833333333334,0.6995370370370371,42.80718994140625,113,65,0.07150177876154581,0.054912556807200114,0.05934758901596069,"{""gain"": 1142, ""neutral"": 144, ""ssim_regression"": 428, ""strong_regression"": 381, ""worst_regression"": 65}"
l5_res010_tail_s004_g025_bm2,0.95,2400,2280,0.95,0.09306485732396444,0.08597213427225749,0.09507232030232747,2.1134143074353537e-05,0.6295833333333334,0.662719298245614,42.80718994140625,147,185,0.06582393566767375,0.05137216885884603,0.05507358392079671,"{""gain"": 1142, ""neutral"": 144, ""ssim_regression"": 428, ""strong_regression"": 381, ""worst_regression"": 185}"
l5_res010_tail_s004_g025_bm2,1.0,2400,2400,1.0,0.06624922513961792,0.07613539059956868,0.04312093734741211,1.6980816920598347e-05,0.6295833333333334,0.6295833333333334,42.80718994140625,202,305,0.05532023986180623,0.04419610659281413,0.04719722906748454,"{""gain"": 1142, ""neutral"": 144, ""ssim_regression"": 428, ""strong_regression"": 381, ""worst_regression"": 305}"
l5_res015_tail_s004_g025_bm2,0.05,2400,120,0.05,0.030624183019002278,0.013892377217610677,0.04304846445719401,4.243925213813782e-06,0.05,1.0,42.80718994140625,0,0,0.012834296226501465,0.00960992972056071,0.01051325003306071,"{""gain"": 111, ""ssim_regression"": 9}"
l5_res015_tail_s004_g025_bm2,0.1,2400,240,0.1,0.05205163796742757,0.027659829457600912,0.06867907842000326,7.131770253181458e-06,0.1,1.0,42.80718994140625,0,0,0.024211700757344565,0.01780525843302409,0.019432657559712727,"{""gain"": 219, ""ssim_regression"": 21}"
l5_res015_tail_s004_g025_bm2,0.15,2400,360,0.15,0.06905513207117717,0.04891200065612793,0.08128997166951497,1.1450871825218201e-05,0.15,1.0,42.80718994140625,0,0,0.032485615412394205,0.024097274939219156,0.026003293991088867,"{""gain"": 331, ""ssim_regression"": 29}"
l5_res015_tail_s004_g025_bm2,0.2,2400,480,0.2,0.08321649710337321,0.06174187978108724,0.09446240743001302,1.3518830140431722e-05,0.2,1.0,42.80718994140625,0,0,0.040274088382720945,0.029902565479278564,0.032453105449676514,"{""gain"": 436, ""ssim_regression"": 44}"
l5_res015_tail_s004_g025_bm2,0.25,2400,600,0.25,0.09549177646636962,0.08189263025919596,0.10180235544840495,1.692486306031545e-05,0.25,1.0,42.80718994140625,0,0,0.04708620071411133,0.0352656610806783,0.03834661563237508,"{""gain"": 550, ""ssim_regression"": 50}"
l5_res015_tail_s004_g025_bm2,0.3,2400,720,0.3,0.10571888923645019,0.09348622639973958,0.11172452290852865,1.9007946054140727e-05,0.3,1.0,42.80718994140625,0,0,0.05357396443684896,0.04020630439122518,0.04342887163162232,"{""gain"": 647, ""ssim_regression"": 73}"
l5_res015_tail_s004_g025_bm2,0.35,2400,840,0.35,0.1141647211710612,0.10279815038045248,0.11955745697021485,2.192584176858266e-05,0.35,1.0,42.80718994140625,0,0,0.05978279034296671,0.04502094984054565,0.04833418369293213,"{""gain"": 745, ""ssim_regression"": 95}"
l5_res015_tail_s004_g025_bm2,0.4,2400,960,0.4,0.12085819403330485,0.10945995966593425,0.12650322596232097,2.2643680373827617e-05,0.4,1.0,42.80718994140625,0,0,0.06473008712132772,0.048639123439788816,0.05245941797892253,"{""gain"": 830, ""ssim_regression"": 130}"
l5_res015_tail_s004_g025_bm2,0.45,2400,1080,0.45,0.12603976647059123,0.11495001792907715,0.1314920488993327,2.4648383259773254e-05,0.45,1.0,42.80718994140625,0,0,0.06898165225982666,0.051680238246917726,0.05576630433400472,"{""gain"": 922, ""ssim_regression"": 158}"
l5_res015_tail_s004_g025_bm2,0.5,2400,1200,0.5,0.13005786418914794,0.11986842473347982,0.13426816304524739,2.5611196955045063e-05,0.5,1.0,42.80718994140625,0,0,0.07234081983566285,0.05459685484568278,0.05888918161392212,"{""gain"": 1002, ""ssim_regression"": 198}"
l5_res015_tail_s004_g025_bm2,0.55,2400,1320,0.55,0.13280816952387492,0.1227320130666097,0.13644625345865885,2.588947614034017e-05,0.55,1.0,42.80718994140625,0,0,0.0752489693959554,0.05689805587132772,0.061349969704945884,"{""gain"": 1067, ""ssim_regression"": 253}"
l5_res015_tail_s004_g025_bm2,0.6,2400,1440,0.6,0.13442789793014526,0.12462063153584799,0.13798203786214192,2.6297097404797873e-05,0.6,1.0,42.80718994140625,0,0,0.07787467320760091,0.05911784648895264,0.06400920232137045,"{""gain"": 1140, ""ssim_regression"": 300}"
l5_res015_tail_s004_g025_bm2,0.65,2400,1560,0.65,0.13462392409642537,0.12474581082661947,0.1381966209411621,2.7134716510772705e-05,0.6295833333333334,0.9685897435897436,42.80718994140625,0,0,0.07956075191497802,0.06037981112798055,0.06525831699371337,"{""gain"": 1141, ""neutral"": 72, ""ssim_regression"": 347}"
l5_res015_tail_s004_g025_bm2,0.7,2400,1680,0.7,0.13333319743474326,0.1233626906077067,0.13699541727701822,2.7572537461916606e-05,0.6295833333333334,0.8994047619047619,42.80718994140625,0,0,0.08013938109079997,0.06072985331217448,0.06556374390920003,"{""gain"": 1141, ""neutral"": 127, ""ssim_regression"": 412}"
l5_res015_tail_s004_g025_bm2,0.75,2400,1800,0.75,0.13037765661875406,0.1205752436319987,0.13354192733764647,2.756061653296153e-05,0.6295833333333334,0.8394444444444444,42.80718994140625,25,0,0.08012043078740438,0.06057735363642375,0.06550089120864869,"{""gain"": 1141, ""neutral"": 144, ""ssim_regression"": 429, ""strong_regression"": 86}"
l5_res015_tail_s004_g025_bm2,0.8,2400,1920,0.8,0.12534500360488893,0.11441400210062663,0.12736137390136718,2.667595942815145e-05,0.6295833333333334,0.7869791666666667,42.80718994140625,62,0,0.07828692356745402,0.05925981521606445,0.06409331957499186,"{""gain"": 1141, ""neutral"": 144, ""ssim_regression"": 429, ""strong_regression"": 206}"
l5_res015_tail_s004_g025_bm2,0.85,2400,2040,0.85,0.11794632037480672,0.10596158663431804,0.12138283411661784,2.5452574094136555e-05,0.6295833333333334,0.740686274509804,42.80718994140625,86,0,0.07579973300298055,0.05773677666982015,0.06260615746180216,"{""gain"": 1141, ""neutral"": 144, ""ssim_regression"": 429, ""strong_regression"": 326}"
l5_res015_tail_s004_g025_bm2,0.9,2400,2160,0.9,0.10772846619288126,0.09618654568990072,0.11236438751220704,2.3692970474561057e-05,0.6295833333333334,0.6995370370370371,42.80718994140625,113,65,0.07154334147771199,0.05494351307551066,0.059379915396372475,"{""gain"": 1141, ""neutral"": 144, ""ssim_regression"": 429, ""strong_regression"": 381, ""worst_regression"": 65}"
l5_res015_tail_s004_g025_bm2,0.95,2400,2280,0.95,0.09305962800979614,0.08597299893697102,0.09505974451700847,2.1114697058995565e-05,0.6295833333333334,0.662719298245614,42.80718994140625,147,185,0.06586199363072713,0.05140186945597331,0.055103940963745116,"{""gain"": 1141, ""neutral"": 144, ""ssim_regression"": 429, ""strong_regression"": 381, ""worst_regression"": 185}"
l5_res015_tail_s004_g025_bm2,1.0,2400,2400,1.0,0.06624490022659302,0.07613690376281738,0.04311017990112305,1.6961097717285156e-05,0.6295833333333334,0.6295833333333334,42.80718994140625,202,305,0.05535331169764201,0.04422121365865072,0.04722325007120768,"{""gain"": 1141, ""neutral"": 144, ""ssim_regression"": 429, ""strong_regression"": 381, ""worst_regression"": 305}"
