action,bin_lower,bin_observed_harm,bin_predicted_risk,bin_upper,cell,fold,risk_method,scene_count,scene_weighted_auc,scene_weighted_brier,scene_weighted_logloss,source,tail_coverage,tail_selected_harm
strengthen,0.0,0.33333333333333337,0.0,0.025,R0_L1,0,scene_isotonic,2,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,0,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,0,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,,,0.2,R0_L1,0,scene_isotonic,0,,,,ensemble,,
weaken,,,,,R0_L1,0,parent_upper,30,0.8808430792107728,0.049547241445177005,0.259635673501556,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,0,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,0,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,0,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L1,0,parent_upper,0,,,,ensemble,,
strengthen,,,,,R0_L1,0,parent_upper,30,0.763748668557923,0.14722139897175232,1.2086831593300027,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L1,0,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,0,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,0,parent_upper,0,,,,ensemble,,
strengthen,0.1,0.25,0.19098237456530331,0.2,R0_L1,0,parent_upper,1,,,,ensemble,,
weaken,,,,,R0_L1,1,weighted_q,30,0.8479468573845904,0.08222323214703339,0.27907299148750947,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,1,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,1,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,1,weighted_q,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L1,1,weighted_q,0,,,,ensemble,,
strengthen,,,,,R0_L1,1,weighted_q,30,0.8412696335898363,0.10469682905525485,0.33974642429443364,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L1,1,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,1,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,1,weighted_q,0,,,,ensemble,,
strengthen,0.1,0.0,0.175723155008422,0.2,R0_L1,1,weighted_q,3,,,,ensemble,,
weaken,,,,,R0_L1,1,deweighted_probability,30,0.8479468573845904,0.07902837189593129,0.26269640114099063,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,1,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,1,deweighted_probability,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,1,deweighted_probability,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L1,1,deweighted_probability,0,,,,ensemble,,
strengthen,,,,,R0_L1,1,deweighted_probability,30,0.8412696335898363,0.09995819043882018,0.32352649405465944,ensemble,0.000853333333333333,0.0
strengthen,0.0,,,0.025,R0_L1,1,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,1,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,0.0,0.08868124619363114,0.1,R0_L1,1,deweighted_probability,2,,,,ensemble,,
strengthen,0.1,0.05405405405405406,0.15507685358892337,0.2,R0_L1,1,deweighted_probability,6,,,,ensemble,,
weaken,,,,,R0_L1,1,scene_platt,30,0.8479468573845904,0.07901519578334433,0.26397081225252017,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,1,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,1,scene_platt,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,1,scene_platt,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L1,1,scene_platt,0,,,,ensemble,,
strengthen,,,,,R0_L1,1,scene_platt,30,0.8412696335898363,0.10182022686664344,0.3305143296174032,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L1,1,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,1,scene_platt,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,1,scene_platt,0,,,,ensemble,,
strengthen,0.1,0.0,0.1668034531733617,0.2,R0_L1,1,scene_platt,4,,,,ensemble,,
weaken,,,,,R0_L1,1,scene_isotonic,30,0.8475649713158491,0.07874570956295508,0.2624294554920945,ensemble,0.0023466666666666657,0.0
weaken,0.0,0.0,0.0,0.025,R0_L1,1,scene_isotonic,3,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,1,scene_isotonic,0,,,,ensemble,,
weaken,0.05,0.0,0.06818181818181815,0.1,R0_L1,1,scene_isotonic,3,,,,ensemble,,
weaken,0.1,0.125,0.12843300110741968,0.2,R0_L1,1,scene_isotonic,5,,,,ensemble,,
strengthen,,,,,R0_L1,1,scene_isotonic,30,0.8401985126107763,0.10603610600299412,0.3384127144958798,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L1,1,scene_isotonic,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,1,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,1,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,,,0.2,R0_L1,1,scene_isotonic,0,,,,ensemble,,
weaken,,,,,R0_L1,1,parent_upper,30,0.7985521490766143,0.08753682556812806,0.6776027864611484,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,1,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,1,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,1,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L1,1,parent_upper,0,,,,ensemble,,
strengthen,,,,,R0_L1,1,parent_upper,30,0.8207041051475593,0.11214776909197963,0.6657459429169248,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L1,1,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,1,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,1,parent_upper,0,,,,ensemble,,
strengthen,0.1,,,0.2,R0_L1,1,parent_upper,0,,,,ensemble,,
weaken,,,,,R0_L1,2,weighted_q,30,0.90908060636967,0.0796792363500782,0.24950638878709996,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,2,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,2,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,2,weighted_q,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L1,2,weighted_q,0,,,,ensemble,,
strengthen,,,,,R0_L1,2,weighted_q,30,0.8193251177651528,0.144807595265313,0.4377938493072382,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L1,2,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,2,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,2,weighted_q,0,,,,ensemble,,
strengthen,0.1,0.0,0.165743381716311,0.2,R0_L1,2,weighted_q,1,,,,ensemble,,
weaken,,,,,R0_L1,2,deweighted_probability,30,0.90908060636967,0.07093734138586263,0.2278021040347728,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,2,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,2,deweighted_probability,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,2,deweighted_probability,0,,,,ensemble,,
weaken,0.1,0.0,0.1890023622941072,0.2,R0_L1,2,deweighted_probability,1,,,,ensemble,,
strengthen,,,,,R0_L1,2,deweighted_probability,30,0.8193251177651528,0.13436564787772617,0.4017395733791919,ensemble,0.0014933333333333326,0.0
strengthen,0.0,,,0.025,R0_L1,2,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,2,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,0.0,0.08759474002886122,0.1,R0_L1,2,deweighted_probability,1,,,,ensemble,,
strengthen,0.1,0.24444444444444444,0.15634593788851786,0.2,R0_L1,2,deweighted_probability,5,,,,ensemble,,
weaken,,,,,R0_L1,2,scene_platt,30,0.90908060636967,0.07091285299018567,0.22660855786963943,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,2,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,2,scene_platt,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,2,scene_platt,0,,,,ensemble,,
weaken,0.1,0.0,0.1766810283079521,0.2,R0_L1,2,scene_platt,1,,,,ensemble,,
strengthen,,,,,R0_L1,2,scene_platt,30,0.8193251177651528,0.13330819120239762,0.3992622780045566,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L1,2,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,2,scene_platt,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,2,scene_platt,0,,,,ensemble,,
strengthen,0.1,0.0625,0.15933030940922543,0.2,R0_L1,2,scene_platt,1,,,,ensemble,,
weaken,,,,,R0_L1,2,scene_isotonic,30,0.9077255462828803,0.07113989262368849,0.22872810495972626,ensemble,0.0014933333333333328,0.2142857142857143
weaken,0.0,0.0,0.0,0.025,R0_L1,2,scene_isotonic,1,,,,ensemble,,
weaken,0.025,0.25,0.041486603284356105,0.05,R0_L1,2,scene_isotonic,4,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,2,scene_isotonic,0,,,,ensemble,,
weaken,0.1,0.07142857142857142,0.18395989974937355,0.2,R0_L1,2,scene_isotonic,5,,,,ensemble,,
strengthen,,,,,R0_L1,2,scene_isotonic,30,0.8183868882148293,0.13435651702295198,0.40098920335931415,ensemble,0.003413333333333332,0.0625
strengthen,0.0,0.0,0.0,0.025,R0_L1,2,scene_isotonic,1,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,2,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,0.11111111111111112,0.08264462809917354,0.1,R0_L1,2,scene_isotonic,1,,,,ensemble,,
strengthen,0.1,1.0,0.11111111111111109,0.2,R0_L1,2,scene_isotonic,1,,,,ensemble,,
weaken,,,,,R0_L1,2,parent_upper,30,0.8899891410345794,0.08646470501721391,0.41185353197472846,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,2,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,2,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,2,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L1,2,parent_upper,0,,,,ensemble,,
strengthen,,,,,R0_L1,2,parent_upper,30,0.7844238678174918,0.16419367625512446,1.0526226452138905,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L1,2,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,2,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,2,parent_upper,0,,,,ensemble,,
strengthen,0.1,,,0.2,R0_L1,2,parent_upper,0,,,,ensemble,,
weaken,,,,,R0_L1,3,weighted_q,30,0.8699575412517431,0.07675321864832824,0.25821141228155153,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,3,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,3,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,3,weighted_q,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L1,3,weighted_q,0,,,,ensemble,,
strengthen,,,,,R0_L1,3,weighted_q,30,0.8098086539224503,0.14606528493658216,0.4528692206041349,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L1,3,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,3,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,3,weighted_q,0,,,,ensemble,,
strengthen,0.1,0.0,0.15983992788168763,0.2,R0_L1,3,weighted_q,3,,,,ensemble,,
weaken,,,,,R0_L1,3,deweighted_probability,30,0.8699575412517431,0.07137592553996738,0.23544355578402415,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,3,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,3,deweighted_probability,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,3,deweighted_probability,0,,,,ensemble,,
weaken,0.1,0.0,0.1727602278913947,0.2,R0_L1,3,deweighted_probability,1,,,,ensemble,,
strengthen,,,,,R0_L1,3,deweighted_probability,30,0.8098086539224503,0.13331507004634202,0.4076511736712635,ensemble,0.005759999999999999,0.0
strengthen,0.0,,,0.025,R0_L1,3,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,3,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,0.0,0.08006157100600121,0.1,R0_L1,3,deweighted_probability,2,,,,ensemble,,
strengthen,0.1,0.041666666666666664,0.14283691524665523,0.2,R0_L1,3,deweighted_probability,5,,,,ensemble,,
weaken,,,,,R0_L1,3,scene_platt,30,0.8699575412517431,0.07135963235452716,0.23550395484931486,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,3,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,3,scene_platt,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,3,scene_platt,0,,,,ensemble,,
weaken,0.1,0.0,0.16731754270110982,0.2,R0_L1,3,scene_platt,2,,,,ensemble,,
strengthen,,,,,R0_L1,3,scene_platt,30,0.8098086539224503,0.13276834840838245,0.40641142455112356,ensemble,0.002346666666666666,0.0
strengthen,0.0,,,0.025,R0_L1,3,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,3,scene_platt,0,,,,ensemble,,
strengthen,0.05,0.0,0.09420133426930398,0.1,R0_L1,3,scene_platt,1,,,,ensemble,,
strengthen,0.1,0.0,0.14326142614510773,0.2,R0_L1,3,scene_platt,3,,,,ensemble,,
weaken,,,,,R0_L1,3,scene_isotonic,30,0.8697536189157068,0.0713300297156954,0.23458721922266007,ensemble,0.00010666666666666664,0.0
weaken,0.0,0.0,0.0,0.025,R0_L1,3,scene_isotonic,1,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,3,scene_isotonic,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,3,scene_isotonic,0,,,,ensemble,,
weaken,0.1,0.07692307692307693,0.17118437118437121,0.2,R0_L1,3,scene_isotonic,2,,,,ensemble,,
strengthen,,,,,R0_L1,3,scene_isotonic,30,0.8097254132162279,0.13356728907588825,0.41366889390980977,ensemble,0.004693333333333332,0.0
strengthen,0.0,0.0,0.0,0.025,R0_L1,3,scene_isotonic,1,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,3,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,3,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,,,0.2,R0_L1,3,scene_isotonic,0,,,,ensemble,,
weaken,,,,,R0_L1,3,parent_upper,30,0.8369191600040702,0.08021557530039827,0.4692616854988738,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,3,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,3,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,3,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L1,3,parent_upper,0,,,,ensemble,,
strengthen,,,,,R0_L1,3,parent_upper,30,0.7946720752708231,0.16095976189974112,0.864459367867827,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L1,3,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,3,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,3,parent_upper,0,,,,ensemble,,
strengthen,0.1,0.0,0.18875557406081092,0.2,R0_L1,3,parent_upper,1,,,,ensemble,,
weaken,,,,,R0_L1,4,weighted_q,30,0.8619946953566681,0.06037475691428389,0.21039065950926514,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,4,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,4,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,4,weighted_q,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L1,4,weighted_q,0,,,,ensemble,,
strengthen,,,,,R0_L1,4,weighted_q,30,0.7974304143066219,0.14278992187159573,0.43788772497624556,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L1,4,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,4,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,4,weighted_q,0,,,,ensemble,,
strengthen,0.1,1.0,0.1722768098115921,0.2,R0_L1,4,weighted_q,2,,,,ensemble,,
weaken,,,,,R0_L1,4,deweighted_probability,30,0.8619946953566681,0.05867202707342666,0.2033185624012019,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,4,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,4,deweighted_probability,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,4,deweighted_probability,0,,,,ensemble,,
weaken,0.1,0.0,0.1936597115774531,0.2,R0_L1,4,deweighted_probability,1,,,,ensemble,,
strengthen,,,,,R0_L1,4,deweighted_probability,30,0.7974304143066219,0.13379722551890577,0.40711372417078207,ensemble,0.000853333333333333,1.0
strengthen,0.0,,,0.025,R0_L1,4,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,4,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,1.0,0.08698521686175055,0.1,R0_L1,4,deweighted_probability,1,,,,ensemble,,
strengthen,0.1,1.0,0.1517260996226641,0.2,R0_L1,4,deweighted_probability,2,,,,ensemble,,
weaken,,,,,R0_L1,4,scene_platt,30,0.8619946953566681,0.0597277714442365,0.20634645471539032,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,4,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,4,scene_platt,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,4,scene_platt,0,,,,ensemble,,
weaken,0.1,0.0,0.17016517365696604,0.2,R0_L1,4,scene_platt,2,,,,ensemble,,
strengthen,,,,,R0_L1,4,scene_platt,30,0.7974304143066219,0.13338543566451308,0.4062661329301649,ensemble,0.000853333333333333,1.0
strengthen,0.0,,,0.025,R0_L1,4,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,4,scene_platt,0,,,,ensemble,,
strengthen,0.05,1.0,0.08489056670374144,0.1,R0_L1,4,scene_platt,1,,,,ensemble,,
strengthen,0.1,1.0,0.15110594800525395,0.2,R0_L1,4,scene_platt,2,,,,ensemble,,
weaken,,,,,R0_L1,4,scene_isotonic,30,0.86079966324818,0.059902873438772784,0.21104171457792378,ensemble,0.0006399999999999998,0.0
weaken,0.0,,,0.025,R0_L1,4,scene_isotonic,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,4,scene_isotonic,0,,,,ensemble,,
weaken,0.05,0.0,0.08163265306122454,0.1,R0_L1,4,scene_isotonic,2,,,,ensemble,,
weaken,0.1,0.0,0.15353298713894703,0.2,R0_L1,4,scene_isotonic,3,,,,ensemble,,
strengthen,,,,,R0_L1,4,scene_isotonic,30,0.7962828336604361,0.13273958231920122,0.44354577039992427,ensemble,0.004906666666666666,1.0
strengthen,0.0,1.0,0.0,0.025,R0_L1,4,scene_isotonic,2,,,,ensemble,,
strengthen,0.025,1.0,0.04081632653061225,0.05,R0_L1,4,scene_isotonic,2,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,4,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,1.0,0.14285714285714285,0.2,R0_L1,4,scene_isotonic,1,,,,ensemble,,
weaken,,,,,R0_L1,4,parent_upper,30,0.8293087142453243,0.06295519807755415,0.3962703828486506,ensemble,0.0,
weaken,0.0,,,0.025,R0_L1,4,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L1,4,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L1,4,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L1,4,parent_upper,0,,,,ensemble,,
strengthen,,,,,R0_L1,4,parent_upper,30,0.7761451503088608,0.1565662998300176,0.9170302937266158,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L1,4,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L1,4,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L1,4,parent_upper,0,,,,ensemble,,
strengthen,0.1,,,0.2,R0_L1,4,parent_upper,0,,,,ensemble,,
weaken,,,,,R0_L2,0,weighted_q,30,0.9025910124998875,0.04411871778646151,0.1555890330542314,ensemble,0.00042666666666666656,0.0
weaken,0.0,,,0.025,R0_L2,0,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,0,weighted_q,0,,,,ensemble,,
weaken,0.05,0.0,0.09018226278324923,0.1,R0_L2,0,weighted_q,1,,,,ensemble,,
weaken,0.1,0.0,0.12780397869646548,0.2,R0_L2,0,weighted_q,2,,,,ensemble,,
strengthen,,,,,R0_L2,0,weighted_q,30,0.8380949179487333,0.12117642974602232,0.3722501297100998,ensemble,0.01259555555555555,0.27099505998588574
strengthen,0.0,0.22222222222222224,0.016555741774263208,0.025,R0_L2,0,weighted_q,1,,,,ensemble,,
strengthen,0.025,0.5,0.0366754664418598,0.05,R0_L2,0,weighted_q,1,,,,ensemble,,
strengthen,0.05,0.22476586888657646,0.07908717204922919,0.1,R0_L2,0,weighted_q,7,,,,ensemble,,
strengthen,0.1,0.1414965986394558,0.14903112123787224,0.2,R0_L2,0,weighted_q,10,,,,ensemble,,
weaken,,,,,R0_L2,0,scene_platt,30,0.9025910124998875,0.04486716505384729,0.1592696820904899,ensemble,0.00010666666666666664,0.0
weaken,0.0,,,0.025,R0_L2,0,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,0,scene_platt,0,,,,ensemble,,
weaken,0.05,0.0,0.0979926362109867,0.1,R0_L2,0,scene_platt,1,,,,ensemble,,
weaken,0.1,0.0,0.1412111995029367,0.2,R0_L2,0,scene_platt,2,,,,ensemble,,
strengthen,,,,,R0_L2,0,scene_platt,30,0.8380949179487333,0.11776428297476162,0.3616872109505632,ensemble,0.0014933333333333328,0.28571428571428575
strengthen,0.0,,,0.025,R0_L2,0,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,0,scene_platt,0,,,,ensemble,,
strengthen,0.05,0.28571428571428575,0.073972243140901,0.1,R0_L2,0,scene_platt,1,,,,ensemble,,
strengthen,0.1,0.4482758620689656,0.15906922246795185,0.2,R0_L2,0,scene_platt,4,,,,ensemble,,
weaken,,,,,R0_L2,0,scene_isotonic,30,0.9010025935112644,0.04502231620917299,0.1689673515381939,ensemble,0.001173333333333333,0.0
weaken,0.0,0.0,0.0,0.025,R0_L2,0,scene_isotonic,1,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,0,scene_isotonic,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L2,0,scene_isotonic,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L2,0,scene_isotonic,0,,,,ensemble,,
strengthen,,,,,R0_L2,0,scene_isotonic,30,0.8371464127383195,0.12037489846465592,0.38869268710901267,ensemble,0.004053333333333333,0.36842105263157887
strengthen,0.0,0.36842105263157887,0.0,0.025,R0_L2,0,scene_isotonic,1,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,0,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L2,0,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,0.7142857142857143,0.18181818181818185,0.2,R0_L2,0,scene_isotonic,1,,,,ensemble,,
weaken,,,,,R0_L2,0,parent_upper,30,0.8625400617940706,0.04556934803738165,0.3032234803817572,ensemble,0.0,
weaken,0.0,,,0.025,R0_L2,0,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,0,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L2,0,parent_upper,0,,,,ensemble,,
weaken,0.1,0.0,0.16794431467850998,0.2,R0_L2,0,parent_upper,2,,,,ensemble,,
strengthen,,,,,R0_L2,0,parent_upper,30,0.7645620399619055,0.1377966460208574,1.2441801465397615,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L2,0,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,0,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L2,0,parent_upper,0,,,,ensemble,,
strengthen,0.1,0.22222222222222224,0.19170793244364082,0.2,R0_L2,0,parent_upper,1,,,,ensemble,,
weaken,,,,,R0_L2,1,weighted_q,30,0.8475715159454978,0.08037382758774655,0.2768268465323843,ensemble,0.0,
weaken,0.0,,,0.025,R0_L2,1,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,1,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L2,1,weighted_q,0,,,,ensemble,,
weaken,0.1,0.0,0.15083091779082428,0.2,R0_L2,1,weighted_q,2,,,,ensemble,,
strengthen,,,,,R0_L2,1,weighted_q,30,0.839087089477151,0.10222667956748513,0.3344956479803536,ensemble,0.0010666666666666663,0.0
strengthen,0.0,,,0.025,R0_L2,1,weighted_q,0,,,,ensemble,,
strengthen,0.025,0.0,0.047703792030612625,0.05,R0_L2,1,weighted_q,1,,,,ensemble,,
strengthen,0.05,0.0,0.07004335437280437,0.1,R0_L2,1,weighted_q,1,,,,ensemble,,
strengthen,0.1,0.17647058823529413,0.16004025154546195,0.2,R0_L2,1,weighted_q,5,,,,ensemble,,
weaken,,,,,R0_L2,1,scene_platt,30,0.8475715159454978,0.0790641329661156,0.26547524094703245,ensemble,0.0,
weaken,0.0,,,0.025,R0_L2,1,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,1,scene_platt,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L2,1,scene_platt,0,,,,ensemble,,
weaken,0.1,0.0,0.15190104901307536,0.2,R0_L2,1,scene_platt,2,,,,ensemble,,
strengthen,,,,,R0_L2,1,scene_platt,30,0.839087089477151,0.10371179418807473,0.3341241778077182,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L2,1,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,1,scene_platt,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L2,1,scene_platt,0,,,,ensemble,,
strengthen,0.1,0.0,0.1573638183176,0.2,R0_L2,1,scene_platt,1,,,,ensemble,,
weaken,,,,,R0_L2,1,scene_isotonic,30,0.8469370525548077,0.07929454915794268,0.26632712183924595,ensemble,0.001706666666666666,0.0
weaken,0.0,0.0,0.0,0.025,R0_L2,1,scene_isotonic,1,,,,ensemble,,
weaken,0.025,0.0,0.04938271604938273,0.05,R0_L2,1,scene_isotonic,2,,,,ensemble,,
weaken,0.05,,,0.1,R0_L2,1,scene_isotonic,0,,,,ensemble,,
weaken,0.1,0.0,0.11237322515212989,0.2,R0_L2,1,scene_isotonic,4,,,,ensemble,,
strengthen,,,,,R0_L2,1,scene_isotonic,30,0.839423615015338,0.1061043846766017,0.34941035027916273,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L2,1,scene_isotonic,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,1,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L2,1,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,,,0.2,R0_L2,1,scene_isotonic,0,,,,ensemble,,
